CUSTOMER_ID,CUSTOMER_NAME,EMAIL,PHONE_NUMBER,STREET,CITY,COUNTRY,POST_CODE,LOYALTY_CARD,ORDER_ID,ORDER_DATE,PRODUCT_ID,QUANTITY,COFFEE_TYPE,ROAST_TYPE,SIZE,UNIT_PRICE,PRICE_PER_100G,PROFIT
89711-56688-GG,Friederike Drysdale,fdrysdale6m@symantec.com,+1 (989) 215-5282,0229 Hovde Hill,Midland,United States,48670,Yes,BIU-21970-705,12/7/2020,R-M-2.5,2,Rob,M,2.5,22.885,0.9154,1.3731
48389-71976-JB,Devon Magowan,dmagowan6n@fc2.com,+1 (307) 159-5237,42 Sloan Way,Cheyenne,United States,82007,No,ELJ-87741-745,2/20/2020,E-L-1,4,Exc,L,1,14.85,1.485,1.6335
84033-80762-EQ,Codi Littrell,,,3 Colorado Lane,Atlanta,United States,31119,Yes,SGI-48226-857,6/11/2020,A-M-2.5,6,Ara,M,2.5,25.875,1.035,2.32875
12743-00952-KO,Christel Speak,,+1 (678) 222-0967,8 Crowley Place,Duluth,United States,30096,No,AHV-66988-037,9/8/2020,R-M-2.5,2,Rob,M,2.5,22.885,0.9154,1.3731
41505-42181-EF,Sibella Rushbrooke,srushbrooke6q@youku.com,+1 (916) 214-5665,00901 Marquette Plaza,Sacramento,United States,94250,Yes,ISK-42066-094,3/28/2020,E-D-1,3,Exc,D,1,12.15,1.215,1.3365
14307-87663-KB,Tammie Drynan,tdrynan6r@deviantart.com,+1 (813) 619-0579,5776 Coleman Circle,Tampa,United States,33661,Yes,FTC-35822-530,10/10/2020,E-D-0.5,4,Exc,D,0.5,7.29,1.458,0.8019
08360-19442-GB,Effie Yurkov,eyurkov6s@hud.gov,+1 (808) 320-5976,970 Northport Pass,Honolulu,United States,96805,No,VSS-56247-688,5/21/2022,L-M-2.5,4,Lib,M,2.5,33.465,1.3386,4.35045
93405-51204-UW,Lexie Mallan,lmallan6t@state.gov,+1 (225) 484-4771,43 Longview Center,Baton Rouge,United States,70820,Yes,HVW-25584-144,4/30/2020,L-L-0.2,5,Lib,L,0.2,4.755,2.3775,0.61815
97152-03355-IW,Georgena Bentjens,gbentjens6u@netlog.com,+44 (610) 153-1208,4738 Bashford Crossing,Newbiggin,United Kingdom,NE46,No,MUY-15309-209,12/12/2021,L-D-1,3,Lib,D,1,12.95,1.295,1.6835
79216-73157-TE,Delmar Beasant,,+353 (382) 208-0531,856 Colorado Way,Kilkenny,Ireland,R95,Yes,VAJ-44572-469,10/27/2020,R-L-0.2,6,Rob,L,0.2,3.585,1.7925,0.2151
20259-47723-AC,Lyn Entwistle,lentwistle6w@omniture.com,+1 (612) 972-1256,54 Canary Terrace,Minneapolis,United States,55458,Yes,YJU-84377-606,7/7/2020,A-D-1,1,Ara,D,1,9.95,0.995,0.8955
08909-77713-CG,Mercedes Acott,macott6y@pagesperso-orange.fr,+1 (704) 892-0605,37340 Lerdahl Avenue,Charlotte,United States,28225,Yes,OGB-91614-810,2/18/2020,R-M-0.2,1,Rob,M,0.2,2.985,1.4925,0.1791
84340-73931-VV,Connor Heaviside,cheaviside6z@rediff.com,+1 (602) 260-2399,941 Graceland Terrace,Phoenix,United States,85099,Yes,BQI-61647-496,6/13/2021,E-M-1,5,Exc,M,1,13.75,1.375,1.5125
04609-95151-XH,Devy Bulbrook,,+1 (212) 360-7479,567 Farmco Hill,Jamaica,United States,11407,No,IOM-51636-823,8/6/2022,A-D-1,3,Ara,D,1,9.95,0.995,0.8955
99562-88650-YF,Leia Kernan,lkernan71@wsj.com,+1 (217) 146-0949,76 Briar Crest Avenue,Champaign,United States,61825,No,GGD-38107-641,11/23/2021,L-M-1,4,Lib,M,1,14.55,1.455,1.8915
46560-73885-PJ,Rosaline McLae,rmclae72@dailymotion.com,,1065 Myrtle Center,Swindon,United Kingdom,SN1,No,LTO-95975-728,10/13/2021,R-L-0.5,4,Rob,L,0.5,7.17,1.434,0.4302
80179-44620-WN,Cleve Blowfelde,cblowfelde73@ustream.tv,+1 (520) 951-0585,72657 Shelley Alley,Tucson,United States,85715,No,IGM-84664-265,8/31/2021,R-L-0.5,3,Rob,L,0.5,7.17,1.434,0.4302
04666-71569-RI,Zacharias Kiffe,zkiffe74@cyberchimps.com,+1 (414) 703-7269,32764 Buell Pass,Milwaukee,United States,53205,Yes,VNC-93921-469,1/31/2020,L-L-1,1,Lib,L,1,15.85,1.585,2.0605
04666-71569-RI,Zacharias Kiffe,zkiffe74@cyberchimps.com,+1 (414) 703-7269,32764 Buell Pass,Milwaukee,United States,53205,Yes,SKO-45740-621,1/16/2020,L-M-0.5,2,Lib,M,0.5,8.73,1.746,1.1349
59081-87231-VP,Denyse O'Calleran,docalleran75@ucla.edu,+1 (954) 368-3867,6384 Darwin Avenue,Pompano Beach,United States,33064,Yes,FOJ-02234-063,4/25/2022,E-D-2.5,1,Exc,D,2.5,27.945,1.1178,3.07395
07878-45872-CC,Cobby Cromwell,ccromwell76@desdev.cn,+1 (562) 516-6052,45604 Bunker Hill Court,Whittier,United States,90610,No,MSJ-11909-468,11/13/2021,E-D-2.5,5,Exc,D,2.5,27.945,1.1178,3.07395
12444-05174-OO,Irv Hay,ihay77@lulu.com,+44 (878) 199-6257,667 Florence Drive,Sheffield,United Kingdom,S33,No,DKB-78053-329,6/8/2021,R-M-0.2,2,Rob,M,0.2,2.985,1.4925,0.1791
34665-62561-AU,Tani Taffarello,ttaffarello78@sciencedaily.com,,26 Linden Center,Saint Louis,United States,63180,Yes,DFZ-45083-941,11/21/2020,R-L-2.5,1,Rob,L,2.5,27.485,1.0994,1.6491
77877-11993-QH,Monique Canty,mcanty79@jigsy.com,+1 (814) 215-3753,21342 Schiller Parkway,Erie,United States,16522,Yes,OTA-40969-710,3/14/2019,R-L-1,5,Rob,L,1,11.95,1.195,0.717
32291-18308-YZ,Javier Kopke,jkopke7a@auda.org.au,+1 (253) 638-4435,04 Hanson Junction,Tacoma,United States,98464,No,GRH-45571-667,8/16/2019,E-M-1,3,Exc,M,1,13.75,1.375,1.5125
25754-33191-ZI,Mar McIver,,+1 (571) 479-3812,6 Carberry Pass,Richmond,United States,23277,No,NXV-05302-067,4/22/2019,L-M-2.5,4,Lib,M,2.5,33.465,1.3386,4.35045
53120-45532-KL,Arabella Fransewich,,+353 (336) 656-6944,675 Ruskin Road,Kinsealy-Drinan,Ireland,D17,Yes,VZH-86274-142,5/2/2022,R-L-1,5,Rob,L,1,11.95,1.195,0.717
36605-83052-WB,Violette Hellmore,vhellmore7d@bbc.co.uk,+1 (501) 899-4038,87597 Butternut Alley,Little Rock,United States,72204,Yes,KIX-93248-135,2/11/2020,A-D-0.5,1,Ara,D,0.5,5.97,1.194,0.5373
53683-35977-KI,Myles Seawright,mseawright7e@nbcnews.com,+44 (638) 528-2467,5021 Summit Drive,Newton,United Kingdom,NG34,No,AXR-10962-010,3/28/2021,E-D-1,2,Exc,D,1,12.15,1.215,1.3365
07972-83134-NM,Silvana Northeast,snortheast7f@mashable.com,+1 (775) 344-1930,4306 Northfield Place,Sparks,United States,89436,Yes,IHS-71573-008,5/8/2021,E-D-0.2,6,Exc,D,0.2,3.645,1.8225,0.40095
25514-23938-IQ,Monica Fearon,mfearon7h@reverbnation.com,+1 (972) 686-6332,41524 Mandrake Center,Denton,United States,76210,No,WBK-62297-910,5/17/2021,A-D-0.2,2,Ara,D,0.2,2.985,1.4925,0.26865
49084-44492-OJ,Barney Chisnell,,,5915 Hallows Court,Tullamore,Ireland,R35,Yes,OGY-19377-175,7/9/2019,E-D-0.5,1,Exc,D,0.5,7.29,1.458,0.8019
76624-72205-CK,Jasper Sisneros,jsisneros7j@a8.net,+1 (919) 448-8909,38 Dryden Plaza,Raleigh,United States,27635,Yes,ESR-66651-814,5/20/2020,A-D-0.2,4,Ara,D,0.2,2.985,1.4925,0.26865
12729-50170-JE,Zachariah Carlson,zcarlson7k@bigcartel.com,+353 (259) 651-4128,4825 Bowman Crossing,Shankill,Ireland,A98,Yes,CPX-46916-770,8/27/2021,R-L-1,6,Rob,L,1,11.95,1.195,0.717
43974-44760-QI,Warner Maddox,wmaddox7l@timesonline.co.uk,+1 (917) 310-4684,6223 North Hill,New York City,United States,10105,No,MDC-03318-645,4/30/2022,A-L-0.2,2,Ara,L,0.2,3.885,1.9425,0.34965
30585-48726-BK,Donnie Hedlestone,dhedlestone7m@craigslist.org,+1 (203) 768-3169,02670 Superior Way,Stamford,United States,6905,No,SFF-86059-407,6/3/2020,A-M-2.5,1,Ara,M,2.5,25.875,1.035,2.32875
16123-07017-TY,Teddi Crowthe,tcrowthe7n@europa.eu,+1 (419) 561-6809,7 Eastlawn Alley,Toledo,United States,43666,No,SCL-94540-788,6/13/2022,E-L-2.5,6,Exc,L,2.5,34.155,1.3662,3.75705
27723-45097-MH,Dorelia Bury,dbury7o@tinyurl.com,+353 (262) 842-7103,305 Holy Cross Way,Castleblayney,Ireland,A75,Yes,HVU-21634-076,6/10/2020,R-L-2.5,4,Rob,L,2.5,27.485,1.0994,1.6491
37078-56703-AF,Gussy Broadbear,gbroadbear7p@omniture.com,+1 (573) 758-1104,0 Manitowish Hill,Columbia,United States,65211,No,XUS-73326-418,12/18/2020,E-L-1,6,Exc,L,1,14.85,1.485,1.6335
79420-11075-MY,Emlynne Palfrey,epalfrey7q@devhub.com,+1 (260) 500-7893,2793 Vera Point,Fort Wayne,United States,46852,Yes,XWD-18933-006,8/31/2019,A-L-0.2,2,Ara,L,0.2,3.885,1.9425,0.34965
57504-13456-UO,Parsifal Metrick,pmetrick7r@rakuten.co.jp,+1 (314) 572-2164,091 Old Gate Road,Saint Louis,United States,63143,Yes,HPD-65272-772,2/25/2019,L-M-2.5,1,Lib,M,2.5,33.465,1.3386,4.35045
53751-57560-CN,Christopher Grieveson,,+1 (208) 826-3825,91 Old Gate Road,Portland,United States,97211,Yes,JEG-93140-224,2/7/2021,E-M-0.5,5,Exc,M,0.5,8.25,1.65,0.9075
96112-42558-EA,Karlan Karby,kkarby7t@sbwire.com,+1 (303) 516-4935,4 Linden Park,Boulder,United States,80305,Yes,NNH-62058-950,1/14/2021,E-L-1,4,Exc,L,1,14.85,1.485,1.6335
03157-23165-UB,Flory Crumpe,fcrumpe7u@ftc.gov,+44 (564) 507-1056,1 Hanover Terrace,Norton,United Kingdom,NN11,No,LTD-71429-845,2/24/2019,A-L-0.5,1,Ara,L,0.5,7.77,1.554,0.6993
51466-52850-AG,Amity Chatto,achatto7v@sakura.ne.jp,+44 (522) 740-3583,2 Morrow Hill,Sheffield,United Kingdom,S33,Yes,MPV-26985-215,6/23/2019,R-D-0.5,1,Rob,D,0.5,5.37,1.074,0.3222
57145-31023-FK,Nanine McCarthy,,+1 (502) 913-2943,27 Pine View Crossing,Louisville,United States,40298,No,IYO-10245-081,5/9/2020,E-M-2.5,3,Exc,M,2.5,31.625,1.265,3.47875
66408-53777-VE,Lyndsey Megany,,+1 (716) 790-4379,7536 Homewood Place,Buffalo,United States,14276,No,BYZ-39669-954,7/18/2020,L-L-2.5,1,Lib,L,2.5,36.455,1.4582,4.73915
53035-99701-WG,Byram Mergue,bmergue7y@umn.edu,,801 Sloan Plaza,Canton,United States,44710,Yes,EFB-72860-209,10/17/2019,A-M-0.2,4,Ara,M,0.2,3.375,1.6875,0.30375
45899-92796-EI,Kerr Patise,kpatise7z@jigsy.com,+1 (617) 552-8968,2469 Hayes Lane,Boston,United States,2114,No,GMM-72397-378,5/16/2022,R-L-0.2,4,Rob,L,0.2,3.585,1.7925,0.2151
17649-28133-PY,Mathew Goulter,,+353 (968) 887-1849,3 Sunfield Terrace,Kinlough,Ireland,F94,Yes,LYP-52345-883,3/24/2021,E-M-0.5,1,Exc,M,0.5,8.25,1.65,0.9075
49612-33852-CN,Marris Grcic,,,758 Acker Point,Lynchburg,United States,24515,Yes,DFK-35846-692,11/3/2019,R-D-0.2,5,Rob,D,0.2,2.685,1.3425,0.1611
66976-43829-YG,Domeniga Duke,dduke82@vkontakte.ru,+1 (626) 268-7265,472 Mosinee Crossing,Los Angeles,United States,90071,No,XAH-93337-609,10/28/2021,A-D-1,5,Ara,D,1,9.95,0.995,0.8955
64852-04619-XZ,Violante Skouling,,,9366 Bunting Center,Drumcondra,Ireland,D11,No,QKA-72582-644,12/16/2020,E-M-0.5,2,Exc,M,0.5,8.25,1.65,0.9075
58690-31815-VY,Isidore Hussey,ihussey84@mapy.cz,,641 Birchwood Place,Birmingham,United States,35236,No,ZDK-84567-102,11/29/2021,A-D-0.5,3,Ara,D,0.5,5.97,1.194,0.5373
62863-81239-DT,Cassie Pinkerton,cpinkerton85@upenn.edu,+1 (202) 727-7464,5205 Graceland Point,Alexandria,United States,22309,No,WAV-38301-984,3/20/2021,A-D-0.5,5,Ara,D,0.5,5.97,1.194,0.5373
21177-40725-CF,Micki Fero,,+1 (203) 722-1559,9 Burrows Way,Danbury,United States,6816,No,KZR-33023-209,4/8/2022,E-L-1,3,Exc,L,1,14.85,1.485,1.6335
99421-80253-UI,Cybill Graddell,,,8 Reindahl Alley,Albany,United States,12205,No,ULM-49433-003,8/14/2020,E-M-1,2,Exc,M,1,13.75,1.375,1.5125
45315-50206-DK,Dorian Vizor,dvizor88@furl.net,+1 (941) 130-0581,6023 Novick Parkway,Naples,United States,34108,Yes,SIB-83254-136,5/12/2019,R-M-0.5,6,Rob,M,0.5,5.97,1.194,0.3582
09595-95726-OV,Eddi Sedgebeer,esedgebeer89@oaic.gov.au,+1 (305) 898-4252,9715 Shopko Hill,Miami Beach,United States,33141,Yes,NOK-50349-551,3/3/2021,R-D-0.5,3,Rob,D,0.5,5.37,1.074,0.3222
60221-67036-TD,Ken Lestrange,klestrange8a@lulu.com,+1 (404) 479-6402,1961 Sage Way,Atlanta,United States,30358,Yes,YIS-96268-844,2/11/2020,E-L-0.2,6,Exc,L,0.2,4.455,2.2275,0.49005
62923-29397-KX,Lacee Tanti,ltanti8b@techcrunch.com,+1 (361) 383-8015,29668 Bashford Trail,Corpus Christi,United States,78405,Yes,CXI-04933-855,4/27/2019,E-L-2.5,6,Exc,L,2.5,34.155,1.3662,3.75705
33011-52383-BA,Arel De Lasci,ade8c@1und1.de,+1 (808) 868-6669,80254 Cherokee Alley,Honolulu,United States,96835,Yes,IZU-90429-382,3/26/2022,A-L-1,3,Ara,L,1,12.95,1.295,1.1655
86768-91598-FA,Trescha Jedrachowicz,tjedrachowicz8d@acquirethisname.com,+1 (512) 635-4547,4019 Hagan Plaza,Austin,United States,78737,Yes,WIT-40912-783,9/28/2020,L-D-0.2,4,Lib,D,0.2,3.885,1.9425,0.50505
37191-12203-MX,Perkin Stonner,pstonner8e@moonfruit.com,+1 (410) 158-5285,09771 Rigney Center,Baltimore,United States,21290,No,PSD-57291-590,10/24/2019,A-M-0.5,1,Ara,M,0.5,6.75,1.35,0.6075
16545-76328-JY,Darrin Tingly,dtingly8f@goo.ne.jp,,6094 Dawn Junction,Lexington,United States,40596,Yes,GOI-41472-677,8/4/2021,E-D-2.5,4,Exc,D,2.5,27.945,1.1178,3.07395
22349-47389-GY,Benn Checci,bchecci8h@usa.gov,+44 (237) 377-1917,88 West Avenue,Eaton,United Kingdom,DN22,No,RDM-99811-230,11/27/2019,L-M-0.2,5,Lib,M,0.2,4.365,2.1825,0.56745
70290-38099-GB,Janifer Bagot,jbagot8i@mac.com,+1 (402) 659-3815,8580 Autumn Leaf Trail,Lincoln,United States,68505,No,JTU-55897-581,2/29/2020,R-M-0.2,5,Rob,M,0.2,2.985,1.4925,0.1791
18741-72071-PP,Ermin Beeble,ebeeble8j@soundcloud.com,+1 (513) 141-9892,14777 Leroy Avenue,Cincinnati,United States,45254,Yes,CRK-07584-240,1/31/2021,A-M-1,3,Ara,M,1,11.25,1.125,1.0125
62588-82624-II,Cos Fluin,cfluin8k@flickr.com,,88 Jenna Point,Sheffield,United Kingdom,S33,No,MKE-75518-399,6/17/2022,A-M-1,3,Ara,M,1,11.25,1.125,1.0125
37430-29579-HD,Eveleen Bletsor,ebletsor8l@vinaora.com,+1 (860) 182-4246,9076 Manley Center,West Hartford,United States,6127,Yes,AEL-51169-725,2/3/2020,L-M-0.2,6,Lib,M,0.2,4.365,2.1825,0.56745
84132-22322-QT,Paola Brydell,pbrydell8m@bloglovin.com,+353 (522) 527-0155,826 Judy Alley,Listowel,Ireland,V31,No,ZGM-83108-823,1/25/2022,E-L-1,1,Exc,L,1,14.85,1.485,1.6335
74330-29286-RO,Claudetta Rushe,crushe8n@about.me,+1 (704) 883-8274,7 Corben Plaza,Charlotte,United States,28299,Yes,KTX-17944-494,12/29/2019,A-L-0.2,1,Ara,L,0.2,3.885,1.9425,0.34965
74330-29286-RO,Claudetta Rushe,crushe8n@about.me,+1 (704) 883-8274,7 Corben Plaza,Charlotte,United States,28299,Yes,JBP-78754-392,4/30/2020,E-M-2.5,6,Exc,M,2.5,31.625,1.265,3.47875
37445-17791-NQ,Natka Leethem,nleethem8o@mac.com,+1 (318) 839-1492,12 Stone Corner Avenue,Alexandria,United States,71307,Yes,RNH-54912-747,5/1/2021,R-M-0.5,1,Rob,M,0.5,5.97,1.194,0.3582
58511-10548-ZU,Ailene Nesfield,anesfield8p@people.com.cn,+44 (418) 372-8139,59 Rieder Lane,Belfast,United Kingdom,BT2,Yes,JDS-33440-914,10/28/2021,R-M-1,3,Rob,M,1,9.95,0.995,0.597
47725-34771-FJ,Stacy Pickworth,,+1 (702) 723-3139,81014 Delladonna Terrace,Las Vegas,United States,89115,No,SYX-48878-182,8/29/2021,R-D-1,5,Rob,D,1,8.95,0.895,0.537
53086-67334-KT,Melli Brockway,mbrockway8r@ibm.com,+1 (515) 216-0617,0528 Thackeray Pass,Des Moines,United States,50369,Yes,ZGD-94763-868,12/27/2019,E-L-2.5,1,Exc,L,2.5,34.155,1.3662,3.75705
83308-82257-UN,Nanny Lush,nlush8s@dedecms.com,+353 (360) 805-4030,1 Annamark Drive,Ballivor,Ireland,D17,No,CZY-70361-485,6/25/2019,E-L-2.5,6,Exc,L,2.5,34.155,1.3662,3.75705
37274-08534-FM,Selma McMillian,smcmillian8t@csmonitor.com,+1 (330) 407-0631,6404 Heffernan Junction,Akron,United States,44315,No,RJR-12175-899,3/2/2019,E-D-0.5,3,Exc,D,0.5,7.29,1.458,0.8019
37274-08534-FM,Selma McMillian,smcmillian8t@csmonitor.com,+1 (330) 407-0631,6404 Heffernan Junction,Akron,United States,44315,No,OVI-27064-381,11/13/2019,R-D-0.5,3,Rob,D,0.5,5.37,1.074,0.3222
54004-04664-AA,Tess Bennison,tbennison8u@google.cn,+1 (561) 413-7904,00225 Fieldstone Center,West Palm Beach,United States,33405,Yes,ELB-07929-407,1/2/2022,A-M-2.5,2,Ara,M,2.5,25.875,1.035,2.32875
26822-19510-SD,Gabie Tweed,gtweed8v@yolasite.com,,0 Fairview Lane,Fresno,United States,93715,Yes,UJQ-54441-340,7/30/2019,E-M-0.2,2,Exc,M,0.2,4.125,2.0625,0.45375
26822-19510-SD,Gabie Tweed,gtweed8v@yolasite.com,,0 Fairview Lane,Fresno,United States,93715,Yes,UJQ-54441-340,7/30/2019,A-L-0.2,5,Ara,L,0.2,3.885,1.9425,0.34965
06432-73165-ML,Gaile Goggin,ggoggin8x@wix.com,+353 (484) 159-9549,654 Mandrake Plaza,Sandyford,Ireland,D04,Yes,OWY-43108-475,12/5/2020,A-M-0.2,6,Ara,M,0.2,3.375,1.6875,0.30375
96503-31833-CW,Skylar Jeyness,sjeyness8y@biglobe.ne.jp,+353 (460) 272-4069,43 Fremont Point,Dublin,Ireland,D04,No,GNO-91911-159,12/17/2020,L-D-0.5,3,Lib,D,0.5,7.77,1.554,1.0101
63985-64148-MG,Donica Bonhome,dbonhome8z@shinystat.com,+1 (865) 238-4985,73509 Victoria Junction,Knoxville,United States,37924,Yes,CNY-06284-066,6/26/2021,E-D-0.2,5,Exc,D,0.2,3.645,1.8225,0.40095
19597-91185-CM,Diena Peetermann,,+1 (913) 671-7118,05926 Northfield Parkway,Shawnee Mission,United States,66276,No,OQS-46321-904,7/20/2019,E-M-1,1,Exc,M,1,13.75,1.375,1.5125
79814-23626-JR,Trina Le Sarr,tle91@epa.gov,+1 (415) 176-8216,96 Rigney Trail,San Francisco,United States,94132,Yes,IBW-87442-480,7/14/2022,A-L-2.5,1,Ara,L,2.5,29.785,1.1914,2.68065
43439-94003-DW,Flynn Antony,,+1 (205) 680-5859,5678 Doe Crossing Junction,Birmingham,United States,35244,No,DGZ-82537-477,8/14/2020,R-D-1,5,Rob,D,1,8.95,0.895,0.537
43439-94003-DW,Flynn Antony,,+1 (205) 680-5859,5678 Doe Crossing Junction,Birmingham,United States,35244,No,YPT-95383-088,10/3/2021,E-D-2.5,2,Exc,D,2.5,27.945,1.1178,3.07395
43439-94003-DW,Flynn Antony,,+1 (205) 680-5859,5678 Doe Crossing Junction,Birmingham,United States,35244,No,DKM-97676-850,6/2/2020,E-D-0.5,5,Exc,D,0.5,7.29,1.458,0.8019
43439-94003-DW,Flynn Antony,,+1 (205) 680-5859,5678 Doe Crossing Junction,Birmingham,United States,35244,No,WUG-76466-650,2/22/2021,L-D-0.5,3,Lib,D,0.5,7.77,1.554,1.0101
97655-45555-LI,Baudoin Alldridge,balldridge93@yandex.ru,+1 (646) 561-0082,14 Oriole Hill,Brooklyn,United States,11215,Yes,LPS-39089-432,4/24/2019,R-D-1,5,Rob,D,1,8.95,0.895,0.537
64418-01720-VW,Homer Dulany,,+1 (915) 761-6081,1988 Autumn Leaf Crossing,El Paso,United States,79934,Yes,MQU-86100-929,6/4/2019,L-L-0.5,4,Lib,L,0.5,9.51,1.902,1.2363
96836-09258-RI,Lisa Goodger,lgoodger95@guardian.co.uk,,86634 Nova Plaza,Sacramento,United States,94250,Yes,XUR-14132-391,8/8/2022,R-D-0.5,4,Rob,D,0.5,5.37,1.074,0.3222
69529-07533-CV,Corine Drewett,cdrewett97@wikipedia.org,+1 (561) 651-3098,1881 Elgar Parkway,Boynton Beach,United States,33436,Yes,SHP-17012-870,6/7/2020,R-M-2.5,1,Rob,M,2.5,22.885,0.9154,1.3731
94840-49457-UD,Quinn Parsons,qparsons98@blogtalkradio.com,+1 (323) 848-5169,47 Farwell Park,Los Angeles,United States,90094,Yes,FDY-03414-903,8/12/2019,A-D-0.5,3,Ara,D,0.5,5.97,1.194,0.5373
81414-81273-DK,Vivyan Ceely,vceely99@auda.org.au,+1 (410) 876-8486,080 Stoughton Hill,Baltimore,United States,21275,Yes,WXT-85291-143,9/4/2019,R-M-0.5,4,Rob,M,0.5,5.97,1.194,0.3582
76930-61689-CH,Elonore Goodings,,,7 Grim Point,Salt Lake City,United States,84125,No,QNP-18893-547,10/4/2019,R-L-1,5,Rob,L,1,11.95,1.195,0.717
12839-56537-TQ,Clement Vasiliev,cvasiliev9b@discuz.net,+1 (214) 507-8264,49 Eliot Alley,Garland,United States,75049,Yes,DOH-92927-530,2/24/2020,L-L-0.2,6,Lib,L,0.2,4.755,2.3775,0.61815
62741-01322-HU,Terencio O'Moylan,tomoylan9c@liveinternet.ru,+44 (911) 807-7254,19 Kings Pass,Church End,United Kingdom,CB4,No,HGJ-82768-173,8/26/2021,A-M-1,4,Ara,M,1,11.25,1.125,1.0125
44932-34838-RM,Wyatan Fetherston,wfetherston9e@constantcontact.com,+1 (212) 724-3420,74 Morning Avenue,New York City,United States,10184,No,OYH-16533-767,6/13/2020,E-L-1,4,Exc,L,1,14.85,1.485,1.6335
91181-19412-RQ,Emmaline Rasmus,erasmus9f@techcrunch.com,+1 (617) 830-9474,045 Jackson Junction,Boston,United States,2216,Yes,DWW-28642-549,3/1/2021,E-D-0.2,2,Exc,D,0.2,3.645,1.8225,0.40095
37182-54930-XC,Wesley Giorgioni,wgiorgioni9g@wikipedia.org,+1 (415) 960-7198,45 Trailsway Avenue,San Francisco,United States,94132,Yes,CGO-79583-871,3/4/2019,E-D-0.5,1,Exc,D,0.5,7.29,1.458,0.8019
08613-17327-XT,Lucienne Scargle,lscargle9h@myspace.com,+1 (317) 136-7045,62 Pepper Wood Plaza,Indianapolis,United States,46295,No,TFY-52090-386,10/13/2019,E-L-0.5,2,Exc,L,0.5,8.91,1.782,0.9801
08613-17327-XT,Lucienne Scargle,lscargle9h@myspace.com,+1 (317) 136-7045,62 Pepper Wood Plaza,Indianapolis,United States,46295,No,TFY-52090-386,10/13/2019,L-D-0.5,5,Lib,D,0.5,7.77,1.554,1.0101
70451-38048-AH,Noam Climance,nclimance9j@europa.eu,,34 Orin Crossing,Seattle,United States,98148,No,NYY-73968-094,8/15/2019,R-D-0.5,6,Rob,D,0.5,5.37,1.074,0.3222
35442-75769-PL,Catarina Donn,,+353 (950) 306-4776,74 Logan Avenue,Dunmanway,Ireland,P47,Yes,QEY-71761-460,11/29/2021,R-M-1,2,Rob,M,1,9.95,0.995,0.597
83737-56117-JE,Ameline Snazle,asnazle9l@oracle.com,+1 (334) 193-6359,246 Katie Terrace,Montgomery,United States,36109,No,GKQ-82603-910,1/19/2020,R-L-1,5,Rob,L,1,11.95,1.195,0.717
07095-81281-NJ,Rebeka Worg,rworg9m@arstechnica.com,+1 (214) 985-2470,8753 Texas Court,Dallas,United States,75372,Yes,IOB-32673-745,5/28/2021,A-L-0.5,3,Ara,L,0.5,7.77,1.554,0.6993
77043-48851-HG,Lewes Danes,ldanes9n@umn.edu,+1 (785) 398-5129,37 Graedel Court,Topeka,United States,66622,No,YAU-98893-150,1/15/2022,L-M-1,3,Lib,M,1,14.55,1.455,1.8915
78224-60622-KH,Shelli Keynd,skeynd9o@narod.ru,+1 (903) 299-3053,9 Iowa Court,Tyler,United States,75799,No,XNM-14163-951,12/4/2019,E-L-2.5,6,Exc,L,2.5,34.155,1.3662,3.75705
83105-86631-IU,Dell Daveridge,ddaveridge9p@arstechnica.com,+1 (213) 474-2139,09652 Crowley Lane,Los Angeles,United States,90065,No,JPB-45297-000,7/1/2022,R-L-0.2,4,Rob,L,0.2,3.585,1.7925,0.2151
99358-65399-TC,Joshuah Awdry,jawdry9q@utexas.edu,+1 (318) 747-7610,7961 Blackbird Road,Shreveport,United States,71137,No,MOU-74341-266,5/7/2019,A-D-0.5,4,Ara,D,0.5,5.97,1.194,0.5373
94525-76037-JP,Ethel Ryles,eryles9r@fastcompany.com,+1 (208) 760-1705,8 Schurz Place,Boise,United States,83722,No,DHJ-87461-571,8/23/2020,A-M-1,2,Ara,M,1,11.25,1.125,1.0125
82718-93677-XO,Maitilde Boxill,,+1 (334) 191-0127,65 Cardinal Plaza,Montgomery,United States,36177,Yes,UEB-09112-118,1/30/2020,A-M-0.5,4,Ara,M,0.5,6.75,1.35,0.6075
44708-78241-DF,Jodee Caldicott,jcaldicott9u@usda.gov,,2690 Oak Way,Fort Pierce,United States,34981,No,ORZ-67699-748,2/15/2020,A-M-2.5,6,Ara,M,2.5,25.875,1.035,2.32875
23039-93032-FN,Marianna Vedmore,mvedmore9v@a8.net,+1 (336) 366-8873,368 Waubesa Way,Greensboro,United States,27415,Yes,JXP-28398-485,6/11/2021,A-D-2.5,5,Ara,D,2.5,22.885,0.9154,2.05965
35256-12529-FT,Willey Romao,wromao9w@chronoengine.com,+1 (916) 623-2394,013 Vernon Way,Sacramento,United States,94237,Yes,WWH-92259-198,3/11/2022,L-D-1,4,Lib,D,1,12.95,1.295,1.6835
86100-33488-WP,Enriqueta Ixor,,+1 (512) 200-9234,068 Meadow Ridge Lane,Round Rock,United States,78682,No,FLR-82914-153,9/9/2021,A-M-2.5,6,Ara,M,2.5,25.875,1.035,2.32875
